,Year,EVTYPE,State_Code,Property_Damage,Crop_Damage,Fatalities,Injuries,Total_Damage,Weather_Type,State_Name_Upper,State_Name_Lower
4208,2007,TORNADO,MN,15437.64,1405,14,194,16842.64,TORNADO,MINNESOTA,Minnesota
4209,2007,TSTM WIND,MN,5312.6,57,1,16,5369.6,STORMS,MINNESOTA,Minnesota
4210,2007,URBAN/SML STREAM FLD,MN,45,0,0,0,45,FLOODS,MINNESOTA,Minnesota
4211,2007,WILDFIRE,MN,0,0,0,2,0,HOT/DRY WEATHER,MINNESOTA,Minnesota
4212,2008,EXCESSIVE HEAT,MN,0,0,11,0,0,HOT/DRY WEATHER,MINNESOTA,Minnesota
4213,2008,FLASH FLOOD,MN,3952.8,3907,7,33,7859.8,FLOODS,MINNESOTA,Minnesota
4214,2008,FLOOD,MN,1748.5,2270,0,0,4018.5,FLOODS,MINNESOTA,Minnesota
4215,2008,HAIL,MN,1993.1,769.8,0,4,2762.9,RAIN/HAIL,MINNESOTA,Minnesota
4216,2008,HEAVY RAIN,MN,15,5,0,0,20,RAIN/HAIL,MINNESOTA,Minnesota
4217,2008,HIGH WIND,MN,6,0,0,0,6,SURGE/SURF,MINNESOTA,Minnesota
4218,2008,LIGHTNING,MN,1672,0,3,12,1672,LIGHTNING,MINNESOTA,Minnesota
4219,2008,THUNDERSTORM WIND,MN,1409.05,307,0,2,1716.05,STORMS,MINNESOTA,Minnesota
4220,2008,THUNDERSTORM WINDS,MN,95,2,0,2,97,STORMS,MINNESOTA,Minnesota
4221,2008,TORNADO,MN,11612.25,688,22,196,12300.25,TORNADO,MINNESOTA,Minnesota
4222,2008,TSTM WIND,MN,4947.95,552.25,1,7,5500.2,STORMS,MINNESOTA,Minnesota
4223,2009,FLASH FLOOD,MN,1031.7,61.5,1,0,1093.2,FLOODS,MINNESOTA,Minnesota
4224,2009,FLOOD,MN,3011.8,86.6,1,0,3098.4,FLOODS,MINNESOTA,Minnesota
4225,2009,HAIL,MN,1097.51,254,0,1,1351.51,RAIN/HAIL,MINNESOTA,Minnesota
4226,2009,HIGH WIND,MN,7,0,0,0,7,SURGE/SURF,MINNESOTA,Minnesota
4227,2009,LIGHTNING,MN,1508,50,0,4,1558,LIGHTNING,MINNESOTA,Minnesota
4228,2009,STRONG WIND,MN,1.1,0,0,2,1.1,WIND,MINNESOTA,Minnesota
4229,2009,THUNDERSTORM WIND,MN,67.8,5,0,0,72.8,STORMS,MINNESOTA,Minnesota
4230,2009,TORNADO,MN,3138.69,0,4,60,3138.69,TORNADO,MINNESOTA,Minnesota
4231,2009,TSTM WIND,MN,1444.5,10,1,7,1454.5,STORMS,MINNESOTA,Minnesota
4232,2010,FLASH FLOOD,MN,3,0,0,0,3,FLOODS,MINNESOTA,Minnesota
4233,2010,FLOOD,MN,10,0,0,0,10,FLOODS,MINNESOTA,Minnesota
4234,2010,HAIL,MN,41.75,45,0,0,86.75,RAIN/HAIL,MINNESOTA,Minnesota
4235,2010,HEAVY SNOW,MN,35,0,0,0,35,SNOW/ICE,MINNESOTA,Minnesota
4236,2010,HIGH WIND,MN,209,0,0,0,209,SURGE/SURF,MINNESOTA,Minnesota
4237,2010,LIGHTNING,MN,5,0,0,4,5,LIGHTNING,MINNESOTA,Minnesota
4238,2010,STRONG WIND,MN,13,0,0,0,13,WIND,MINNESOTA,Minnesota
4239,2010,TORNADO,MN,1310,0,0,12,1310,TORNADO,MINNESOTA,Minnesota
4240,2010,TSTM WIND,MN,776.5,0,0,3,776.5,STORMS,MINNESOTA,Minnesota
4241,2010,WILDFIRE,MN,27.5,3,0,0,30.5,HOT/DRY WEATHER,MINNESOTA,Minnesota
4242,2011,BLIZZARD,MN,240,0,0,0,240,BLIZZARDS,MINNESOTA,Minnesota
4243,2011,HAIL,MN,0.95,0,0,0,0.95,RAIN/HAIL,MINNESOTA,Minnesota
4244,2011,HEAVY SNOW,MN,75,0,0,0,75,SNOW/ICE,MINNESOTA,Minnesota
4245,2011,HIGH WIND,MN,695,0,0,3,695,SURGE/SURF,MINNESOTA,Minnesota
4246,2011,ICE STORM,MN,13,0,0,0,13,SNOW/ICE,MINNESOTA,Minnesota
4247,2011,LIGHTNING,MN,75,0,0,0,75,LIGHTNING,MINNESOTA,Minnesota
4248,2011,STRONG WIND,MN,3.5,0,0,0,3.5,WIND,MINNESOTA,Minnesota
4249,2011,WINTER STORM,MN,593.9,0,0,0,593.9,COLD WEATHER,MINNESOTA,Minnesota
4250,2011,WINTER WEATHER,MN,5,0,0,0,5,COLD WEATHER,MINNESOTA,Minnesota
4251,2012,BLIZZARD,MN,5,0,1,5,5,BLIZZARDS,MINNESOTA,Minnesota
4252,2012,DENSE FOG,MN,10,0,0,0,10,FOG,MINNESOTA,Minnesota
4253,2012,EXTREME COLD/WIND CHILL,MN,0,0,1,0,0,COLD WEATHER,MINNESOTA,Minnesota
4254,2012,GLAZE,MN,50,0,0,0,50,SNOW/ICE,MINNESOTA,Minnesota
4255,2012,HIGH WIND,MN,15,0,0,0,15,SURGE/SURF,MINNESOTA,Minnesota
4256,2012,STRONG WIND,MN,0.8,0,0,0,0.8,WIND,MINNESOTA,Minnesota
4257,2012,WINTER STORM,MN,55.3,0,1,0,55.3,COLD WEATHER,MINNESOTA,Minnesota
4258,2001,COLD/WIND CHILL,MS,500,0,1,0,500,COLD WEATHER,MISSISSIPPI,Mississippi
4259,2001,EXTREME COLD/WIND CHILL,MS,0,0,1,0,0,COLD WEATHER,MISSISSIPPI,Mississippi
4260,2001,FLASH FLOOD,MS,8237.5,0,1,0,8237.5,FLOODS,MISSISSIPPI,Mississippi
4261,2001,FLOOD,MS,3165,0,1,0,3165,FLOODS,MISSISSIPPI,Mississippi
4262,2001,FLOOD/FLASH FLOOD,MS,1155,0,0,0,1155,FLOODS,MISSISSIPPI,Mississippi
4263,2001,HAIL,MS,1560.81,0,0,0,1560.81,RAIN/HAIL,MISSISSIPPI,Mississippi
4264,2001,HEAVY SNOW,MS,711.07,0,0,0,711.07,SNOW/ICE,MISSISSIPPI,Mississippi
4265,2001,HIGH WIND,MS,1140,0,0,1,1140,SURGE/SURF,MISSISSIPPI,Mississippi
4266,2001,ICE STORM,MS,880,60,0,0,940,SNOW/ICE,MISSISSIPPI,Mississippi
4267,2001,LIGHTNING,MS,61.01,0,0,1,61.01,LIGHTNING,MISSISSIPPI,Mississippi
4268,2001,STRONG WIND,MS,551,0,0,0,551,WIND,MISSISSIPPI,Mississippi
4269,2001,STRONG WINDS,MS,5,0,0,0,5,WIND,MISSISSIPPI,Mississippi
4270,2001,THUNDERSTORM WIND,MS,3268.75,105,0,6,3373.75,STORMS,MISSISSIPPI,Mississippi
4271,2001,THUNDERSTORM WINDS,MS,1815,0,0,0,1815,STORMS,MISSISSIPPI,Mississippi
4272,2001,TORNADO,MS,12602.26,1626,42,579,14228.26,TORNADO,MISSISSIPPI,Mississippi
4273,2001,TSTM WIND,MS,4656.3,0,0,4,4656.3,STORMS,MISSISSIPPI,Mississippi
4274,2001,TSTM WIND/HAIL,MS,16,0,0,0,16,RAIN/HAIL,MISSISSIPPI,Mississippi
4275,2001,URBAN/SML STREAM FLD,MS,1,0,0,0,1,FLOODS,MISSISSIPPI,Mississippi
4276,2001,WINTER STORM,MS,56,0,0,0,56,COLD WEATHER,MISSISSIPPI,Mississippi
4277,2001,WINTER WEATHER,MS,240,0,0,0,240,COLD WEATHER,MISSISSIPPI,Mississippi
4278,2002,EXTENDED COLD,MS,100,0,1,0,100,COLD WEATHER,MISSISSIPPI,Mississippi
4279,2002,EXTREME COLD,MS,0,0,2,0,0,COLD WEATHER,MISSISSIPPI,Mississippi
4280,2002,FLASH FLOOD,MS,9563,0,0,0,9563,FLOODS,MISSISSIPPI,Mississippi
4281,2002,FLOOD,MS,341,0,0,0,341,FLOODS,MISSISSIPPI,Mississippi
4282,2002,FLOOD/FLASH FLOOD,MS,30,0,0,0,30,FLOODS,MISSISSIPPI,Mississippi
4283,2002,HAIL,MS,2292.4,0,0,0,2292.4,RAIN/HAIL,MISSISSIPPI,Mississippi
4284,2002,HEAVY SNOW,MS,2563.7,0,0,0,2563.7,SNOW/ICE,MISSISSIPPI,Mississippi
4285,2002,HIGH WIND,MS,227,0,0,0,227,SURGE/SURF,MISSISSIPPI,Mississippi
4286,2002,ICE STORM,MS,2209.29,5,0,0,2214.29,SNOW/ICE,MISSISSIPPI,Mississippi
4287,2002,LIGHTNING,MS,35,0,0,0,35,LIGHTNING,MISSISSIPPI,Mississippi
4288,2002,STORM SURGE,MS,1000,0,0,0,1000,SURGE/SURF,MISSISSIPPI,Mississippi
4289,2002,STRONG WIND,MS,150.5,0,0,0,150.5,WIND,MISSISSIPPI,Mississippi
4290,2002,THUNDERSTORM WIND,MS,6163.6,718,0,0,6881.6,STORMS,MISSISSIPPI,Mississippi
4291,2002,THUNDERSTORM WINDS,MS,333,0,0,0,333,STORMS,MISSISSIPPI,Mississippi
4292,2002,TORNADO,MS,15922.6,73,152,2254,15995.6,TORNADO,MISSISSIPPI,Mississippi
4293,2002,TSTM WIND,MS,4714.15,0,0,10,4714.15,STORMS,MISSISSIPPI,Mississippi
4294,2002,URBAN/SMALL STREAM FLOOD,MS,10,0,0,0,10,FLOODS,MISSISSIPPI,Mississippi
4295,2002,WINTER STORM,MS,522,0,0,0,522,COLD WEATHER,MISSISSIPPI,Mississippi
4296,2003,FLASH FLOOD,MS,6727.5,0,1,0,6727.5,FLOODS,MISSISSIPPI,Mississippi
4297,2003,FLOOD,MS,97.3,0,0,0,97.3,FLOODS,MISSISSIPPI,Mississippi
4298,2003,FLOOD/FLASH FLOOD,MS,20,0,0,0,20,FLOODS,MISSISSIPPI,Mississippi
4299,2003,HAIL,MS,11369.84,20,0,2,11389.84,RAIN/HAIL,MISSISSIPPI,Mississippi
4300,2003,HEAVY RAIN,MS,25,0,0,0,25,RAIN/HAIL,MISSISSIPPI,Mississippi
4301,2003,HEAVY SNOW,MS,220,0,0,0,220,SNOW/ICE,MISSISSIPPI,Mississippi
4302,2003,HIGH WIND,MS,95,0,0,0,95,SURGE/SURF,MISSISSIPPI,Mississippi
4303,2003,LIGHTNING,MS,567,0,0,1,567,LIGHTNING,MISSISSIPPI,Mississippi
4304,2003,STRONG WIND,MS,1094.8,0,0,0,1094.8,WIND,MISSISSIPPI,Mississippi
4305,2003,THUNDERSTORM WIND,MS,4907,221,0,0,5128,STORMS,MISSISSIPPI,Mississippi
4306,2003,THUNDERSTORM WINDS,MS,1818.05,0,1,4,1818.05,STORMS,MISSISSIPPI,Mississippi
4307,2003,TORNADO,MS,25370.13,1655,79,974,27025.13,TORNADO,MISSISSIPPI,Mississippi
4308,2003,TORNDAO,MS,0.5,0,0,0,0.5,OTHER,MISSISSIPPI,Mississippi
4309,2003,TSTM WIND,MS,10687.05,0,1,23,10687.05,STORMS,MISSISSIPPI,Mississippi
4310,2003,TSTM WIND/HAIL,MS,0.5,0,0,0,0.5,RAIN/HAIL,MISSISSIPPI,Mississippi
4311,2003,URBAN/SML STREAM FLD,MS,1,0,0,0,1,FLOODS,MISSISSIPPI,Mississippi
4312,2003,WATERSPOUT,MS,0.5,0,0,0,0.5,WIND,MISSISSIPPI,Mississippi
4313,2004,FLASH FLOOD,MS,13972.3,100,2,7,14072.3,FLOODS,MISSISSIPPI,Mississippi
4314,2004,FLASH FLOODING,MS,298,0,1,0,298,FLOODS,MISSISSIPPI,Mississippi
4315,2004,FLOOD,MS,531,0,2,0,531,FLOODS,MISSISSIPPI,Mississippi
4316,2004,HAIL,MS,13691.44,3036,0,0,16727.44,RAIN/HAIL,MISSISSIPPI,Mississippi
4317,2004,HIGH WIND,MS,725.64,335,1,3,1060.64,SURGE/SURF,MISSISSIPPI,Mississippi
4318,2004,HIGH WINDS,MS,0.1,0,0,0,0.1,SURGE/SURF,MISSISSIPPI,Mississippi
4319,2004,LIGHTNING,MS,1329,0,1,1,1329,LIGHTNING,MISSISSIPPI,Mississippi
4320,2004,STRONG WIND,MS,194,0,0,0,194,WIND,MISSISSIPPI,Mississippi
4321,2004,THUNDERSTORM WIND,MS,10082.8,300,2,3,10382.8,STORMS,MISSISSIPPI,Mississippi
4322,2004,THUNDERSTORM WINDS,MS,262.55,0,0,0,262.55,STORMS,MISSISSIPPI,Mississippi
4323,2004,THUNDERSTORMS WINDS,MS,1,0,0,0,1,STORMS,MISSISSIPPI,Mississippi
4324,2004,TORNADO,MS,46298.98,13850.2,86,1024,60149.18,TORNADO,MISSISSIPPI,Mississippi
4325,2004,TSTM WIND,MS,13669.8,30,5,23,13699.8,STORMS,MISSISSIPPI,Mississippi
4326,2004,TSTM WIND/HAIL,MS,23,0,0,0,23,RAIN/HAIL,MISSISSIPPI,Mississippi
4327,2004,URBAN/SML STREAM FLD,MS,6,0,0,0,6,FLOODS,MISSISSIPPI,Mississippi
4328,2004,WATERSPOUT,MS,2,0,0,0,2,WIND,MISSISSIPPI,Mississippi
4329,2005,DROUGHT,MS,0,200,0,0,200,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4330,2005,FLASH FLOOD,MS,9629,2902,1,1,12531,FLOODS,MISSISSIPPI,Mississippi
4331,2005,FLOOD,MS,3134,2000,1,0,5134,FLOODS,MISSISSIPPI,Mississippi
4332,2005,HAIL,MS,3705.05,387,0,0,4092.05,RAIN/HAIL,MISSISSIPPI,Mississippi
4333,2005,HIGH WIND,MS,5,0,0,0,5,SURGE/SURF,MISSISSIPPI,Mississippi
4334,2005,LIGHTNING,MS,741,0,3,6,741,LIGHTNING,MISSISSIPPI,Mississippi
4335,2005,STRONG WIND,MS,99.1,0,0,0,99.1,WIND,MISSISSIPPI,Mississippi
4336,2005,THUNDERSTORM WIND,MS,7188.3,2709,2,5,9897.3,STORMS,MISSISSIPPI,Mississippi
4337,2005,THUNDERSTORM WINDS,MS,363.05,0,0,0,363.05,STORMS,MISSISSIPPI,Mississippi
4338,2005,TORNADO,MS,16721.06,1850,5,161,18571.06,TORNADO,MISSISSIPPI,Mississippi
4339,2005,TSTM WIND,MS,10945,0.3,0,22,10945.3,STORMS,MISSISSIPPI,Mississippi
4340,2005,URBAN/SML STREAM FLD,MS,2,0,0,0,2,FLOODS,MISSISSIPPI,Mississippi
4341,2005,WATERSPOUT,MS,500,0,0,0,500,WIND,MISSISSIPPI,Mississippi
4342,2006,DROUGHT,MS,0,400,0,0,400,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4343,2006,EXCESSIVE HEAT,MS,0,0,3,0,0,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4344,2006,FLASH FLOOD,MS,5300,0,0,0,5300,FLOODS,MISSISSIPPI,Mississippi
4345,2006,FLOOD,MS,859.1,600,0,0,1459.1,FLOODS,MISSISSIPPI,Mississippi
4346,2006,HAIL,MS,2587.55,175.1,0,15,2762.65,RAIN/HAIL,MISSISSIPPI,Mississippi
4347,2006,HEAVY RAIN,MS,50,0,0,0,50,RAIN/HAIL,MISSISSIPPI,Mississippi
4348,2006,HIGH WIND,MS,10,0,0,0,10,SURGE/SURF,MISSISSIPPI,Mississippi
4349,2006,LIGHTNING,MS,1969.8,7,2,9,1976.8,LIGHTNING,MISSISSIPPI,Mississippi
4350,2006,STORM SURGE,MS,1,0,0,0,1,SURGE/SURF,MISSISSIPPI,Mississippi
4351,2006,STRONG WIND,MS,259.21,0,0,0,259.21,WIND,MISSISSIPPI,Mississippi
4352,2006,THUNDERSTORM WIND,MS,8691.7,150,2,4,8841.7,STORMS,MISSISSIPPI,Mississippi
4353,2006,THUNDERSTORM WINDS,MS,1298.45,0,0,4,1298.45,STORMS,MISSISSIPPI,Mississippi
4354,2006,TORNADO,MS,4361.56,0,4,41,4361.56,TORNADO,MISSISSIPPI,Mississippi
4355,2006,TROPICAL STORM,MS,546,0,0,0,546,STORMS,MISSISSIPPI,Mississippi
4356,2006,TSTM WIND,MS,6367.4,130,4,60,6497.4,STORMS,MISSISSIPPI,Mississippi
4357,2006,TSTM WIND/HAIL,MS,21,0,0,0,21,RAIN/HAIL,MISSISSIPPI,Mississippi
4358,2007,DROUGHT,MS,50,500,0,0,550,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4359,2007,EXCESSIVE HEAT,MS,0,0,15,5,0,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4360,2007,FLASH FLOOD,MS,3563,155,0,0,3718,FLOODS,MISSISSIPPI,Mississippi
4361,2007,FLOOD,MS,1,0,0,0,1,FLOODS,MISSISSIPPI,Mississippi
4362,2007,HAIL,MS,286.15,0,0,1,286.15,RAIN/HAIL,MISSISSIPPI,Mississippi
4363,2007,HEAT,MS,0,76.5,1,0,76.5,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4364,2007,HEAVY RAIN,MS,130,0,0,1,130,RAIN/HAIL,MISSISSIPPI,Mississippi
4365,2007,HIGH WIND,MS,32,0,0,0,32,SURGE/SURF,MISSISSIPPI,Mississippi
4366,2007,HURRICANE/TYPHOON,MS,2.55,2.15,0,0,4.7,STORMS,MISSISSIPPI,Mississippi
4367,2007,LIGHTNING,MS,1214.07,2,5,12,1216.07,LIGHTNING,MISSISSIPPI,Mississippi
4368,2007,STORM SURGE,MS,1,0,0,0,1,SURGE/SURF,MISSISSIPPI,Mississippi
4369,2007,STRONG WIND,MS,30.4,0,0,0,30.4,WIND,MISSISSIPPI,Mississippi
4370,2007,THUNDERSTORM WIND,MS,3301.3,0,0,1,3301.3,STORMS,MISSISSIPPI,Mississippi
4371,2007,THUNDERSTORM WINDS,MS,798.66,0,0,1,798.66,STORMS,MISSISSIPPI,Mississippi
4372,2007,THUNDERSTORM WINDS HAIL,MS,22,0,0,0,22,RAIN/HAIL,MISSISSIPPI,Mississippi
4373,2007,TORNADO,MS,1796.75,0,0,1,1796.75,TORNADO,MISSISSIPPI,Mississippi
4374,2007,TROPICAL DEPRESSION,MS,35,0,0,0,35,STORMS,MISSISSIPPI,Mississippi
4375,2007,TROPICAL STORM,MS,309,0,0,0,309,STORMS,MISSISSIPPI,Mississippi
4376,2007,TSTM WIND,MS,6553.55,0,4,16,6553.55,STORMS,MISSISSIPPI,Mississippi
4377,2007,TSTM WIND/HAIL,MS,6,0,0,0,6,RAIN/HAIL,MISSISSIPPI,Mississippi
4378,2007,URBAN/SML STREAM FLD,MS,217.5,0,0,0,217.5,FLOODS,MISSISSIPPI,Mississippi
4379,2008,DROUGHT,MS,0,700,0,0,700,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4380,2008,EXCESSIVE HEAT,MS,0,0,6,0,0,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4381,2008,FLASH FLOOD,MS,7767.8,850,1,0,8617.8,FLOODS,MISSISSIPPI,Mississippi
4382,2008,HAIL,MS,293.39,0,0,0,293.39,RAIN/HAIL,MISSISSIPPI,Mississippi
4383,2008,HEAT,MS,0,0,1,0,0,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4384,2008,HEAVY RAIN,MS,5,0,0,0,5,RAIN/HAIL,MISSISSIPPI,Mississippi
4385,2008,HIGH WINDS,MS,53,0,0,0,53,SURGE/SURF,MISSISSIPPI,Mississippi
4386,2008,HURRICANE ERIN,MS,100,0,0,0,100,HURRICANES,MISSISSIPPI,Mississippi
4387,2008,HURRICANE/TYPHOON,MS,263.23,1.51,15,104,264.74,STORMS,MISSISSIPPI,Mississippi
4388,2008,LIGHTNING,MS,2696.55,0,5,2,2696.55,LIGHTNING,MISSISSIPPI,Mississippi
4389,2008,STORM SURGE,MS,11.26,0,0,0,11.26,SURGE/SURF,MISSISSIPPI,Mississippi
4390,2008,STRONG WIND,MS,129.5,0,0,0,129.5,WIND,MISSISSIPPI,Mississippi
4391,2008,THUNDERSTORM WIND,MS,8216.5,5812,0,2,14028.5,STORMS,MISSISSIPPI,Mississippi
4392,2008,THUNDERSTORM WINDS,MS,162,0,0,0,162,STORMS,MISSISSIPPI,Mississippi
4393,2008,TORNADO,MS,1960.81,1575,1,5,3535.81,TORNADO,MISSISSIPPI,Mississippi
4394,2008,TROPICAL STORM,MS,470,0,0,0,470,STORMS,MISSISSIPPI,Mississippi
4395,2008,TSTM WIND,MS,6111.65,698,0,6,6809.65,STORMS,MISSISSIPPI,Mississippi
4396,2008,TSTM WIND/HAIL,MS,10,0,0,0,10,RAIN/HAIL,MISSISSIPPI,Mississippi
4397,2008,URBAN FLOOD,MS,1,0,0,0,1,FLOODS,MISSISSIPPI,Mississippi
4398,2008,URBAN/SML STREAM FLD,MS,3,0,0,0,3,FLOODS,MISSISSIPPI,Mississippi
4399,2009,DROUGHT,MS,0,500,0,0,500,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4400,2009,FLASH FLOOD,MS,5814.5,1601,1,1,7415.5,FLOODS,MISSISSIPPI,Mississippi
4401,2009,FLOOD,MS,100,0,0,0,100,FLOODS,MISSISSIPPI,Mississippi
4402,2009,FUNNEL CLOUD,MS,0.1,0,0,0,0.1,TORNADO,MISSISSIPPI,Mississippi
4403,2009,HAIL,MS,28.88,0,0,0,28.88,RAIN/HAIL,MISSISSIPPI,Mississippi
4404,2009,HIGH WIND,MS,52.78,0,0,0,52.78,SURGE/SURF,MISSISSIPPI,Mississippi
4405,2009,HURRICANE,MS,684.69,0,0,0,684.69,HURRICANES,MISSISSIPPI,Mississippi
4406,2009,HURRICANE/TYPHOON,MS,694.5,503.13,1,0,1197.63,STORMS,MISSISSIPPI,Mississippi
4407,2009,LIGHTNING,MS,407,0,0,1,407,LIGHTNING,MISSISSIPPI,Mississippi
4408,2009,STORM SURGE,MS,2,0,0,0,2,SURGE/SURF,MISSISSIPPI,Mississippi
4409,2009,STORM SURGE/TIDE,MS,11.75,0,0,0,11.75,SURGE/SURF,MISSISSIPPI,Mississippi
4410,2009,STRONG WIND,MS,117,0,0,0,117,WIND,MISSISSIPPI,Mississippi
4411,2009,THUNDERSTORM WIND,MS,277,0,0,0,277,STORMS,MISSISSIPPI,Mississippi
4412,2009,THUNDERSTORM WINDS,MS,27.5,0,0,0,27.5,STORMS,MISSISSIPPI,Mississippi
4413,2009,THUNDERSTORM WINDSS,MS,5,0,0,0,5,STORMS,MISSISSIPPI,Mississippi
4414,2009,TORNADO,MS,8354.48,3225,1,29,11579.48,TORNADO,MISSISSIPPI,Mississippi
4415,2009,TROPICAL DEPRESSION,MS,10,0,0,0,10,STORMS,MISSISSIPPI,Mississippi
4416,2009,TROPICAL STORM,MS,645,0,1,0,645,STORMS,MISSISSIPPI,Mississippi
4417,2009,TSTM WIND,MS,1307.6,447,0,0,1754.6,STORMS,MISSISSIPPI,Mississippi
4418,2010,DROUGHT,MS,0,800,0,0,800,HOT/DRY WEATHER,MISSISSIPPI,Mississippi
4419,2010,FLASH FLOOD,MS,4534,3650,3,0,8184,FLOODS,MISSISSIPPI,Mississippi
4420,2010,FLASH FLOODING,MS,500,0,0,0,500,FLOODS,MISSISSIPPI,Mississippi
4421,2010,FLOOD,MS,160,0,0,0,160,FLOODS,MISSISSIPPI,Mississippi
4422,2010,HAIL,MS,1997.58,35,0,0,2032.58,RAIN/HAIL,MISSISSIPPI,Mississippi
4423,2010,HEAVY RAIN,MS,10,0,0,0,10,RAIN/HAIL,MISSISSIPPI,Mississippi
4424,2010,HIGH WIND,MS,55,0,0,0,55,SURGE/SURF,MISSISSIPPI,Mississippi
4425,2010,HURRICANE,MS,500.01,0,0,0,500.01,HURRICANES,MISSISSIPPI,Mississippi
4426,2010,HURRICANE OPAL,MS,75,0,0,1,75,HURRICANES,MISSISSIPPI,Mississippi
4427,2010,LIGHTNING,MS,52,0,0,1,52,LIGHTNING,MISSISSIPPI,Mississippi
4428,2010,STORM SURGE,MS,30,0,0,0,30,SURGE/SURF,MISSISSIPPI,Mississippi
4429,2010,STRONG WIND,MS,11.9,0,0,0,11.9,WIND,MISSISSIPPI,Mississippi
4430,2010,THUNDERSTORM WIND,MS,1937.75,0,0,0,1937.75,STORMS,MISSISSIPPI,Mississippi
4431,2010,THUNDERSTORM WINDS,MS,23,0,0,0,23,STORMS,MISSISSIPPI,Mississippi
4432,2010,TORNADO,MS,7033.25,50,5,66,7083.25,TORNADO,MISSISSIPPI,Mississippi
4433,2010,TROPICAL STORM,MS,33.36,0,0,0,33.36,STORMS,MISSISSIPPI,Mississippi
4434,2010,TSTM WIND,MS,967,0,0,5,967,STORMS,MISSISSIPPI,Mississippi
4435,2010,TSTM WIND/HAIL,MS,17,0,0,0,17,RAIN/HAIL,MISSISSIPPI,Mississippi
4436,2011,FLASH FLOOD,MS,1025,0,0,0,1025,FLOODS,MISSISSIPPI,Mississippi
4437,2011,FLOOD,MS,955,0,1,0,955,FLOODS,MISSISSIPPI,Mississippi
4438,2011,HAIL,MS,348.08,0,0,0,348.08,RAIN/HAIL,MISSISSIPPI,Mississippi
4439,2011,HIGH WIND,MS,19,0,1,1,19,SURGE/SURF,MISSISSIPPI,Mississippi
4440,2011,HIGH WINDS,MS,50,0,0,0,50,SURGE/SURF,MISSISSIPPI,Mississippi
4441,2011,LIGHTNING,MS,66,0,0,5,66,LIGHTNING,MISSISSIPPI,Mississippi
4442,2011,STRONG WIND,MS,47,0,0,0,47,WIND,MISSISSIPPI,Mississippi
4443,2011,THUNDERSTORM WIND,MS,2220.5,85,0,0,2305.5,STORMS,MISSISSIPPI,Mississippi
4444,2011,THUNDERSTORM WINDS,MS,355.02,0,0,0,355.02,STORMS,MISSISSIPPI,Mississippi
4445,2011,TORNADO,MS,31051.18,560,31,684,31611.18,TORNADO,MISSISSIPPI,Mississippi
4446,2011,TORNADO F3,MS,500,0,0,2,500,TORNADO,MISSISSIPPI,Mississippi
4447,2011,TROPICAL STORM,MS,1,0,0,0,1,STORMS,MISSISSIPPI,Mississippi
4448,2011,TSTM WIND,MS,2649.65,105,0,27,2754.65,STORMS,MISSISSIPPI,Mississippi
4449,2011,TSTM WIND/HAIL,MS,10.5,0,0,0,10.5,RAIN/HAIL,MISSISSIPPI,Mississippi
4450,2012,EXTREME COLD,MS,0,0,1,0,0,COLD WEATHER,MISSISSIPPI,Mississippi
4451,2012,EXTREME COLD/WIND CHILL,MS,0,0,1,0,0,COLD WEATHER,MISSISSIPPI,Mississippi
4452,2012,FLASH FLOOD,MS,2213.5,0,0,0,2213.5,FLOODS,MISSISSIPPI,Mississippi
4453,2012,FLASH FLOODING,MS,50,0,0,0,50,FLOODS,MISSISSIPPI,Mississippi
4454,2012,FLOOD,MS,29,0,0,0,29,FLOODS,MISSISSIPPI,Mississippi
4455,2012,HAIL,MS,56.92,0,0,0,56.92,RAIN/HAIL,MISSISSIPPI,Mississippi
4456,2012,HEAVY SNOW,MS,150,0,0,0,150,SNOW/ICE,MISSISSIPPI,Mississippi
4457,2012,HIGH WIND,MS,53,0,0,0,53,SURGE/SURF,MISSISSIPPI,Mississippi
4458,2012,HIGH WINDS,MS,5.5,0,0,0,5.5,SURGE/SURF,MISSISSIPPI,Mississippi
4459,2012,ICE STORM,MS,570.6,0,0,0,570.6,SNOW/ICE,MISSISSIPPI,Mississippi
4460,2012,LIGHTNING,MS,95,0,0,0,95,LIGHTNING,MISSISSIPPI,Mississippi
4461,2012,STRONG WIND,MS,139,0,0,1,139,WIND,MISSISSIPPI,Mississippi
4462,2012,THUNDERSTORM WIND,MS,1794.75,0,0,0,1794.75,STORMS,MISSISSIPPI,Mississippi
4463,2012,THUNDERSTORM WINDS,MS,217.5,0,0,0,217.5,STORMS,MISSISSIPPI,Mississippi
4464,2012,TORNADO,MS,16367.85,500,44,426,16867.85,TORNADO,MISSISSIPPI,Mississippi
4465,2012,TSTM WIND,MS,1428.5,0,0,20,1428.5,STORMS,MISSISSIPPI,Mississippi
