,Year,EVTYPE,State_Code,Property_Damage,Crop_Damage,Fatalities,Injuries,Total_Damage,Weather_Type,State_Name_Upper,State_Name_Lower
1,2001,COASTAL FLOODING,AL,5,0,0,0,5,FLOODS,ALABAMA,Alabama
2,2001,EXTREME COLD,AL,0,0,2,0,0,COLD WEATHER,ALABAMA,Alabama
3,2001,FLASH FLOOD,AL,3486,252,4,1,3738,FLOODS,ALABAMA,Alabama
4,2001,FLOOD,AL,850,0,0,0,850,FLOODS,ALABAMA,Alabama
5,2001,HAIL,AL,535,42,0,0,577,RAIN/HAIL,ALABAMA,Alabama
6,2001,HEAVY SNOW,AL,0.3,0,0,0,0.3,SNOW/ICE,ALABAMA,Alabama
7,2001,HIGH WIND,AL,594,0,0,0,594,SURGE/SURF,ALABAMA,Alabama
8,2001,ICE STORM,AL,524.81,0,0,0,524.81,SNOW/ICE,ALABAMA,Alabama
9,2001,LIGHTNING,AL,635,0,0,1,635,LIGHTNING,ALABAMA,Alabama
10,2001,STRONG WIND,AL,143.5,0,0,0,143.5,WIND,ALABAMA,Alabama
11,2001,THUNDERSTORM WIND,AL,2186,0,0,1,2186,STORMS,ALABAMA,Alabama
12,2001,THUNDERSTORM WINDS,AL,55.5,0,0,0,55.5,STORMS,ALABAMA,Alabama
13,2001,TORNADO,AL,10774.78,25,19,295,10799.78,TORNADO,ALABAMA,Alabama
14,2001,TSTM WIND,AL,3319.5,34,0,3,3353.5,STORMS,ALABAMA,Alabama
15,2001,WINTER STORM,AL,916,38,2,2,954,COLD WEATHER,ALABAMA,Alabama
16,2002,EXTREME COLD,AL,0,0,2,0,0,COLD WEATHER,ALABAMA,Alabama
17,2002,FLASH FLOOD,AL,500,0,1,0,500,FLOODS,ALABAMA,Alabama
18,2002,FLASH FLOODING,AL,155,55,0,0,210,FLOODS,ALABAMA,Alabama
19,2002,FLOOD,AL,93,0,0,0,93,FLOODS,ALABAMA,Alabama
20,2002,FREEZING RAIN,AL,10,0,0,0,10,RAIN/HAIL,ALABAMA,Alabama
21,2002,HAIL,AL,148,0,0,0,148,RAIN/HAIL,ALABAMA,Alabama
22,2002,HEAVY RAIN,AL,0,0,0,4,0,RAIN/HAIL,ALABAMA,Alabama
23,2002,HEAVY RAINS,AL,500,0,0,0,500,RAIN/HAIL,ALABAMA,Alabama
24,2002,HIGH WIND,AL,181,0,0,0,181,SURGE/SURF,ALABAMA,Alabama
25,2002,ICE STORM/FLASH FLOOD,AL,0,0,0,2,0,SNOW/ICE,ALABAMA,Alabama
26,2002,LIGHTNING,AL,583,0,0,3,583,LIGHTNING,ALABAMA,Alabama
27,2002,STRONG WIND,AL,47,0,0,0,47,WIND,ALABAMA,Alabama
28,2002,THUNDERSTORM WIND,AL,2530.45,0,0,10,2530.45,STORMS,ALABAMA,Alabama
29,2002,THUNDERSTORM WINDS,AL,21,0.5,0,2,21.5,STORMS,ALABAMA,Alabama
30,2002,TORNADO,AL,10559.38,7.5,20,524,10566.88,TORNADO,ALABAMA,Alabama
31,2002,TSTM WIND,AL,6769.5,12,1,126,6781.5,STORMS,ALABAMA,Alabama
32,2002,WINTER STORM,AL,847,0,0,0,847,COLD WEATHER,ALABAMA,Alabama
33,2002,WINTER WEATHER,AL,10,0,0,0,10,COLD WEATHER,ALABAMA,Alabama
34,2003,COASTAL FLOODING,AL,20,0,0,0,20,FLOODS,ALABAMA,Alabama
35,2003,DENSE FOG,AL,900,0,1,71,900,FOG,ALABAMA,Alabama
36,2003,EXTREME COLD,AL,0,52,1,0,52,COLD WEATHER,ALABAMA,Alabama
37,2003,FLASH FLOOD,AL,3446,100,5,1,3546,FLOODS,ALABAMA,Alabama
38,2003,FLOOD,AL,2994.5,0,0,0,2994.5,FLOODS,ALABAMA,Alabama
39,2003,FLOODING,AL,500,500,0,0,1000,FLOODS,ALABAMA,Alabama
40,2003,HAIL,AL,3517,209,0,0,3726,RAIN/HAIL,ALABAMA,Alabama
41,2003,HEAVY RAIN,AL,80,0,1,0,80,RAIN/HAIL,ALABAMA,Alabama
42,2003,HIGH WIND,AL,19,0,1,1,19,SURGE/SURF,ALABAMA,Alabama
43,2003,LANDSLIDE,AL,100,0,0,0,100,LAND SLIDES,ALABAMA,Alabama
44,2003,LIGHTNING,AL,1415.5,0,1,7,1415.5,LIGHTNING,ALABAMA,Alabama
45,2003,LIGHTNING AND HEAVY RAIN,AL,28,0,0,0,28,RAIN/HAIL,ALABAMA,Alabama
46,2003,LIGHTNING/HEAVY RAIN,AL,5,0,0,0,5,RAIN/HAIL,ALABAMA,Alabama
47,2003,STRONG WIND,AL,403,0,0,3,403,WIND,ALABAMA,Alabama
48,2003,THUNDERSTORM WIND,AL,1178.75,0,0,1,1178.75,STORMS,ALABAMA,Alabama
49,2003,THUNDERSTORM WINDS,AL,2631,105,0,8,2736,STORMS,ALABAMA,Alabama
50,2003,TORNADO,AL,24663.96,464.5,63,799,25128.46,TORNADO,ALABAMA,Alabama
51,2003,TSTM WIND,AL,6576.5,88,4,39,6664.5,STORMS,ALABAMA,Alabama
52,2003,TSTM WIND/HAIL,AL,6,2,0,0,8,RAIN/HAIL,ALABAMA,Alabama
53,2003,WILDFIRE,AL,3,0,0,0,3,HOT/DRY WEATHER,ALABAMA,Alabama
54,2003,WINTER STORM,AL,5,0,4,0,5,COLD WEATHER,ALABAMA,Alabama
55,2004,FLASH FLOOD,AL,2626,0,1,0,2626,FLOODS,ALABAMA,Alabama
56,2004,FLOOD,AL,172,275,0,0,447,FLOODS,ALABAMA,Alabama
57,2004,HAIL,AL,5543.25,379,0,1,5922.25,RAIN/HAIL,ALABAMA,Alabama
58,2004,HEAVY RAIN/LIGHTNING,AL,5,0,0,0,5,RAIN/HAIL,ALABAMA,Alabama
59,2004,HIGH WIND,AL,2015,0,1,0,2015,SURGE/SURF,ALABAMA,Alabama
60,2004,LIGHTNING,AL,3262.5,0,0,5,3262.5,LIGHTNING,ALABAMA,Alabama
61,2004,RIP CURRENT,AL,0,0,3,0,0,SURGE/SURF,ALABAMA,Alabama
62,2004,RIP CURRENTS,AL,0,0,1,0,0,SURGE/SURF,ALABAMA,Alabama
63,2004,STRONG WIND,AL,1056.6,0,0,3,1056.6,WIND,ALABAMA,Alabama
64,2004,THUNDERSTORM WIND,AL,5119.05,1,3,17,5120.05,STORMS,ALABAMA,Alabama
65,2004,THUNDERSTORM WINDS,AL,2028.5,0,0,6,2028.5,STORMS,ALABAMA,Alabama
66,2004,THUNDERSTORM WINDS/HAIL,AL,5,0,0,0,5,RAIN/HAIL,ALABAMA,Alabama
67,2004,TORNADO,AL,40502.45,940.2,422,4271,41442.65,TORNADO,ALABAMA,Alabama
68,2004,TSTM WIND,AL,8181,665.6,2,48,8846.6,STORMS,ALABAMA,Alabama
69,2004,TSTM WIND/HAIL,AL,192,10,0,0,202,RAIN/HAIL,ALABAMA,Alabama
70,2005,COASTAL FLOODING,AL,15,0,0,0,15,FLOODS,ALABAMA,Alabama
71,2005,FLASH FLOOD,AL,5864.8,112,2,1,5976.8,FLOODS,ALABAMA,Alabama
72,2005,FLOOD,AL,340.45,275,0,0,615.45,FLOODS,ALABAMA,Alabama
73,2005,HAIL,AL,3154.35,323,0,0,3477.35,RAIN/HAIL,ALABAMA,Alabama
74,2005,HEAT,AL,0,0,0,24,0,HOT/DRY WEATHER,ALABAMA,Alabama
75,2005,HIGH WIND,AL,61,0,2,0,61,SURGE/SURF,ALABAMA,Alabama
76,2005,LIGHTNING,AL,1301.6,0,3,19,1301.6,LIGHTNING,ALABAMA,Alabama
77,2005,RIP CURRENT,AL,0,0,6,0,0,SURGE/SURF,ALABAMA,Alabama
78,2005,STRONG WIND,AL,30,0,1,1,30,WIND,ALABAMA,Alabama
79,2005,THUNDERSTORM WIND,AL,4147.5,0,0,3,4147.5,STORMS,ALABAMA,Alabama
80,2005,THUNDERSTORM WINDS,AL,1479,0,0,4,1479,STORMS,ALABAMA,Alabama
81,2005,TORNADO,AL,15929.5,73,27,503,16002.5,TORNADO,ALABAMA,Alabama
82,2005,TSTM WIND,AL,5382.5,106,2,26,5488.5,STORMS,ALABAMA,Alabama
83,2005,TSTM WIND/HAIL,AL,78,8,0,0,86,RAIN/HAIL,ALABAMA,Alabama
84,2006,COASTAL FLOODING,AL,3,0,0,0,3,FLOODS,ALABAMA,Alabama
85,2006,DUST DEVIL,AL,5,0,0,0,5,WIND,ALABAMA,Alabama
86,2006,EXCESSIVE HEAT,AL,0,0,4,19,0,HOT/DRY WEATHER,ALABAMA,Alabama
87,2006,FLASH FLOOD,AL,2406,0,1,4,2406,FLOODS,ALABAMA,Alabama
88,2006,FLASH FLOODING/THUNDERSTORM WI,AL,500,0,0,0,500,STORMS,ALABAMA,Alabama
89,2006,FLOOD,AL,20,0,0,0,20,FLOODS,ALABAMA,Alabama
90,2006,HAIL,AL,376,67,0,0,443,RAIN/HAIL,ALABAMA,Alabama
91,2006,HEAT,AL,0,0,3,9,0,HOT/DRY WEATHER,ALABAMA,Alabama
92,2006,HEAVY RAIN,AL,2,450,1,1,452,RAIN/HAIL,ALABAMA,Alabama
93,2006,HIGH WIND,AL,13,0,0,2,13,SURGE/SURF,ALABAMA,Alabama
94,2006,LIGHTNING,AL,3949.75,1,6,32,3950.75,LIGHTNING,ALABAMA,Alabama
95,2006,RIP CURRENT,AL,0,0,2,0,0,SURGE/SURF,ALABAMA,Alabama
96,2006,RIP CURRENTS,AL,0,0,1,0,0,SURGE/SURF,ALABAMA,Alabama
97,2006,STRONG WIND,AL,106,0,0,0,106,WIND,ALABAMA,Alabama
98,2006,THUNDERSTORM WIND,AL,5704.3,0,1,20,5704.3,STORMS,ALABAMA,Alabama
99,2006,THUNDERSTORM WINDS,AL,5544.1,1005,1,2,6549.1,STORMS,ALABAMA,Alabama
100,2006,THUNDERSTORM WINDS HAIL,AL,50,10,0,0,60,RAIN/HAIL,ALABAMA,Alabama
101,2006,THUNDERSTORM WINDS/HAIL,AL,55,0,0,0,55,RAIN/HAIL,ALABAMA,Alabama
102,2006,TORNADO,AL,6463.03,5,0,37,6468.03,TORNADO,ALABAMA,Alabama
103,2006,TROPICAL STORM,AL,1.5,0,0,0,1.5,STORMS,ALABAMA,Alabama
104,2006,TSTM WIND,AL,6259,291,2,25,6550,STORMS,ALABAMA,Alabama
105,2006,TSTM WIND/HAIL,AL,15,0,0,0,15,RAIN/HAIL,ALABAMA,Alabama
106,2007,DUST DEVIL,AL,20,0,0,0,20,WIND,ALABAMA,Alabama
107,2007,EXCESSIVE HEAT,AL,0,0,6,4,0,HOT/DRY WEATHER,ALABAMA,Alabama
108,2007,FLASH FLOOD,AL,4000,162,1,3,4162,FLOODS,ALABAMA,Alabama
109,2007,FLASH FLOODING,AL,500,50,0,0,550,FLOODS,ALABAMA,Alabama
110,2007,FLOOD,AL,518,50,0,0,568,FLOODS,ALABAMA,Alabama
111,2007,FLOODING,AL,50,5,2,0,55,FLOODS,ALABAMA,Alabama
112,2007,HAIL,AL,103,2,0,0,105,RAIN/HAIL,ALABAMA,Alabama
113,2007,HEAT,AL,0,0,2,0,0,HOT/DRY WEATHER,ALABAMA,Alabama
114,2007,HEAVY RAIN,AL,55,5,2,0,60,RAIN/HAIL,ALABAMA,Alabama
115,2007,HIGH WIND,AL,45,0,0,0,45,SURGE/SURF,ALABAMA,Alabama
116,2007,HIGH WINDS,AL,550,0,0,0,550,SURGE/SURF,ALABAMA,Alabama
117,2007,HURRICANE,AL,60.5,2.5,1,0,63,HURRICANES,ALABAMA,Alabama
118,2007,HURRICANE/TYPHOON,AL,121.5,100,0,0,221.5,STORMS,ALABAMA,Alabama
119,2007,LIGHTNING,AL,4614.3,5,10,37,4619.3,LIGHTNING,ALABAMA,Alabama
120,2007,RIP CURRENT,AL,0,0,2,0,0,SURGE/SURF,ALABAMA,Alabama
121,2007,RIP CURRENTS,AL,0,0,2,3,0,SURGE/SURF,ALABAMA,Alabama
122,2007,STRONG WIND,AL,65,0,0,3,65,WIND,ALABAMA,Alabama
123,2007,THUNDERSTORM WIND,AL,2628.25,0,0,14,2628.25,STORMS,ALABAMA,Alabama
124,2007,THUNDERSTORM WINDS,AL,934,0,3,4,934,STORMS,ALABAMA,Alabama
125,2007,THUNDERSTORM WINDS HAIL,AL,11,0,0,0,11,RAIN/HAIL,ALABAMA,Alabama
126,2007,THUNDERSTORM WINDS LIGHTNING,AL,85,0,0,0,85,STORMS,ALABAMA,Alabama
127,2007,THUNDERSTORM WINDS/HAIL,AL,5,15,0,0,20,RAIN/HAIL,ALABAMA,Alabama
128,2007,THUNDERSTORM WINS,AL,1,0,0,0,1,STORMS,ALABAMA,Alabama
129,2007,TORNADO,AL,2551.75,0,0,9,2551.75,TORNADO,ALABAMA,Alabama
130,2007,TORNADO F0,AL,1,0,0,0,1,TORNADO,ALABAMA,Alabama
131,2007,TROPICAL STORM,AL,5715,0,0,3,5715,STORMS,ALABAMA,Alabama
132,2007,TSTM WIND,AL,7328,4,12,26,7332,STORMS,ALABAMA,Alabama
133,2007,TSTM WIND/HAIL,AL,21,0,0,0,21,RAIN/HAIL,ALABAMA,Alabama
134,2007,WATERSPOUT,AL,1,0,0,0,1,WIND,ALABAMA,Alabama
135,2008,EXCESSIVE HEAT,AL,0,0,2,0,0,HOT/DRY WEATHER,ALABAMA,Alabama
136,2008,FLASH FLOOD,AL,917,0,0,4,917,FLOODS,ALABAMA,Alabama
137,2008,HAIL,AL,139,15,0,0,154,RAIN/HAIL,ALABAMA,Alabama
138,2008,HEAT,AL,0,100.4,4,17,100.4,HOT/DRY WEATHER,ALABAMA,Alabama
139,2008,HEAVY RAIN,AL,21.5,0,0,0,21.5,RAIN/HAIL,ALABAMA,Alabama
140,2008,HIGH SURF,AL,100,0,0,0,100,SURGE/SURF,ALABAMA,Alabama
141,2008,HURRICANE ERIN,AL,25,1,0,0,26,HURRICANES,ALABAMA,Alabama
142,2008,HURRICANE/TYPHOON,AL,1,0,0,0,1,STORMS,ALABAMA,Alabama
143,2008,LANDSLIDE,AL,9,0,0,0,9,LAND SLIDES,ALABAMA,Alabama
144,2008,LIGHTNING,AL,4070.5,10,4,22,4080.5,LIGHTNING,ALABAMA,Alabama
145,2008,RIP CURRENT,AL,0,0,3,0,0,SURGE/SURF,ALABAMA,Alabama
146,2008,STRONG WIND,AL,13,0,0,0,13,WIND,ALABAMA,Alabama
147,2008,THUNDERSTORM WIND,AL,2687.8,0,1,0,2687.8,STORMS,ALABAMA,Alabama
148,2008,THUNDERSTORM WINDS,AL,383,0,0,2,383,STORMS,ALABAMA,Alabama
149,2008,TORNADO,AL,3266.15,0,1,19,3266.15,TORNADO,ALABAMA,Alabama
150,2008,TROPICAL DEPRESSION,AL,5,0,0,0,5,STORMS,ALABAMA,Alabama
151,2008,TROPICAL STORM,AL,554.89,0,0,8,554.89,STORMS,ALABAMA,Alabama
152,2008,TSTM WIND,AL,5146,17,6,13,5163,STORMS,ALABAMA,Alabama
153,2008,TSTM WIND/HAIL,AL,92,3,0,0,95,RAIN/HAIL,ALABAMA,Alabama
154,2009,COASTAL FLOODING,AL,5,0,0,0,5,FLOODS,ALABAMA,Alabama
155,2009,DROUGHT,AL,0,100,0,0,100,HOT/DRY WEATHER,ALABAMA,Alabama
156,2009,EXCESSIVE HEAT,AL,0,0,1,0,0,HOT/DRY WEATHER,ALABAMA,Alabama
157,2009,FLASH FLOOD,AL,2792.8,70,0,1,2862.8,FLOODS,ALABAMA,Alabama
158,2009,FLOOD,AL,35,0,0,0,35,FLOODS,ALABAMA,Alabama
159,2009,HAIL,AL,34,7,0,0,41,RAIN/HAIL,ALABAMA,Alabama
160,2009,HEAVY RAIN,AL,26,0,1,2,26,RAIN/HAIL,ALABAMA,Alabama
161,2009,HIGH WIND,AL,7463.5,1365,0,5,8828.5,SURGE/SURF,ALABAMA,Alabama
162,2009,HURRICANE,AL,184.16,5,1,0,189.16,HURRICANES,ALABAMA,Alabama
163,2009,HURRICANE/TYPHOON,AL,2.5,25,0,0,27.5,STORMS,ALABAMA,Alabama
164,2009,LIGHTNING,AL,1565,0.24,2,17,1565.24,LIGHTNING,ALABAMA,Alabama
165,2009,RIP CURRENT,AL,0,0,2,0,0,SURGE/SURF,ALABAMA,Alabama
166,2009,RIP CURRENTS,AL,0,0,3,1,0,SURGE/SURF,ALABAMA,Alabama
167,2009,STORM SURGE/TIDE,AL,503.9,0,0,0,503.9,SURGE/SURF,ALABAMA,Alabama
168,2009,STRONG WIND,AL,264,0,0,2,264,WIND,ALABAMA,Alabama
169,2009,THUNDERSTORM WIND,AL,172,0,0,1,172,STORMS,ALABAMA,Alabama
170,2009,THUNDERSTORM WINDS,AL,511,0,0,0,511,STORMS,ALABAMA,Alabama
171,2009,TORNADO,AL,6056.25,102,0,18,6158.25,TORNADO,ALABAMA,Alabama
172,2009,TROPICAL STORM,AL,230,0,0,0,230,STORMS,ALABAMA,Alabama
173,2009,TSTM WIND,AL,536.5,35,0,0,571.5,STORMS,ALABAMA,Alabama
174,2009,TSTM WIND/HAIL,AL,5,0,0,0,5,RAIN/HAIL,ALABAMA,Alabama
175,2009,WILDFIRE,AL,100,0,0,0,100,HOT/DRY WEATHER,ALABAMA,Alabama
176,2010,COASTAL FLOOD,AL,20,0,0,0,20,FLOODS,ALABAMA,Alabama
177,2010,FLASH FLOOD,AL,279,0,0,0,279,FLOODS,ALABAMA,Alabama
178,2010,FLOOD,AL,5,0,0,0,5,FLOODS,ALABAMA,Alabama
179,2010,HAIL,AL,200,9,0,0,209,RAIN/HAIL,ALABAMA,Alabama
180,2010,HEAVY RAIN,AL,60,0,0,1,60,RAIN/HAIL,ALABAMA,Alabama
181,2010,HEAVY SURF,AL,3,0,0,0,3,SURGE/SURF,ALABAMA,Alabama
182,2010,HIGH WIND,AL,3,0,1,0,3,SURGE/SURF,ALABAMA,Alabama
183,2010,HURRICANE,AL,175,0,0,0,175,HURRICANES,ALABAMA,Alabama
184,2010,HURRICANE OPAL,AL,68,14,0,0,82,HURRICANES,ALABAMA,Alabama
185,2010,HURRICANE OPAL/HIGH WINDS,AL,0.1,10,2,0,10.1,SURGE/SURF,ALABAMA,Alabama
186,2010,LIGHTNING,AL,437.5,0,1,10,437.5,LIGHTNING,ALABAMA,Alabama
187,2010,RIP CURRENTS,AL,0,0,1,0,0,SURGE/SURF,ALABAMA,Alabama
188,2010,STRONG WIND,AL,5,1,0,0,6,WIND,ALABAMA,Alabama
189,2010,THUNDERSTORM WIND,AL,1070.05,0,0,0,1070.05,STORMS,ALABAMA,Alabama
190,2010,THUNDERSTORM WINDS,AL,39,0,0,0,39,STORMS,ALABAMA,Alabama
191,2010,TORNADO,AL,5461.3,0,0,19,5461.3,TORNADO,ALABAMA,Alabama
192,2010,TSTM WIND,AL,929,1,0,11,930,STORMS,ALABAMA,Alabama
193,2011,FLASH FLOOD,AL,1011,0,1,0,1011,FLOODS,ALABAMA,Alabama
194,2011,FLASH FLOODING,AL,3,0,0,0,3,FLOODS,ALABAMA,Alabama
195,2011,FLOOD,AL,15,0,0,0,15,FLOODS,ALABAMA,Alabama
196,2011,FOG,AL,530,0,0,20,530,FOG,ALABAMA,Alabama
197,2011,HAIL,AL,117,2,0,0,119,RAIN/HAIL,ALABAMA,Alabama
198,2011,HEAVY RAIN,AL,5,0,0,0,5,RAIN/HAIL,ALABAMA,Alabama
199,2011,HIGH SURF,AL,8,0,0,0,8,SURGE/SURF,ALABAMA,Alabama
200,2011,HIGH WIND,AL,102,1,0,0,103,SURGE/SURF,ALABAMA,Alabama
201,2011,HIGH WINDS,AL,88,0,0,0,88,SURGE/SURF,ALABAMA,Alabama
202,2011,LANDSLIDE,AL,20,0,0,0,20,LAND SLIDES,ALABAMA,Alabama
203,2011,LIGHTNING,AL,201,0,0,1,201,LIGHTNING,ALABAMA,Alabama
204,2011,STRONG WIND,AL,14,0,0,0,14,WIND,ALABAMA,Alabama
205,2011,THUNDERSTORM WIND,AL,486.5,0,0,0,486.5,STORMS,ALABAMA,Alabama
206,2011,THUNDERSTORM WINDS,AL,100,0,0,0,100,STORMS,ALABAMA,Alabama
207,2011,TORNADO,AL,33401.75,33.5,48,1057,33435.25,TORNADO,ALABAMA,Alabama
208,2011,TROPICAL DEPRESSION,AL,2,0,0,0,2,STORMS,ALABAMA,Alabama
209,2011,TSTM WIND,AL,2228.5,7,1,7,2235.5,STORMS,ALABAMA,Alabama
210,2011,TSTM WIND/HAIL,AL,0.5,0,0,0,0.5,RAIN/HAIL,ALABAMA,Alabama
211,2011,WIND,AL,5,0,0,0,5,WIND,ALABAMA,Alabama
212,2012,COLD,AL,0,0,2,0,0,COLD WEATHER,ALABAMA,Alabama
213,2012,DENSE FOG,AL,20,0,0,0,20,FOG,ALABAMA,Alabama
214,2012,EXTREME COLD,AL,0,0,2,0,0,COLD WEATHER,ALABAMA,Alabama
215,2012,FLASH FLOOD,AL,1290.25,0,1,0,1290.25,FLOODS,ALABAMA,Alabama
216,2012,FLOOD,AL,793,0,0,0,793,FLOODS,ALABAMA,Alabama
217,2012,FOG,AL,50,0,0,0,50,FOG,ALABAMA,Alabama
218,2012,HAIL,AL,100,4,0,0,104,RAIN/HAIL,ALABAMA,Alabama
219,2012,HEAVY RAIN,AL,0,0,0,1,0,RAIN/HAIL,ALABAMA,Alabama
220,2012,HIGH WIND,AL,51,0,0,0,51,SURGE/SURF,ALABAMA,Alabama
221,2012,ICE STORM,AL,140.4,0,1,0,140.4,SNOW/ICE,ALABAMA,Alabama
222,2012,LIGHTNING,AL,84,0,1,0,84,LIGHTNING,ALABAMA,Alabama
223,2012,STRONG WIND,AL,386,0,0,0,386,WIND,ALABAMA,Alabama
224,2012,THUNDERSTORM WIND,AL,741.5,2,0,0,743.5,STORMS,ALABAMA,Alabama
225,2012,THUNDERSTORM WINDS,AL,146,0,0,0,146,STORMS,ALABAMA,Alabama
226,2012,TORNADO,AL,8185.9,2,17,378,8187.9,TORNADO,ALABAMA,Alabama
227,2012,TSTM WIND,AL,915,21,1,12,936,STORMS,ALABAMA,Alabama
228,2012,TSTM WIND/HAIL,AL,2,0,0,0,2,RAIN/HAIL,ALABAMA,Alabama
229,2012,WINTER STORM,AL,270,320,0,0,590,COLD WEATHER,ALABAMA,Alabama
230,2001,AVALANCHE,AK,536,0,3,3,536,AVALANCHE,ALASKA,Alaska
231,2001,BLIZZARD,AK,0,0,1,2,0,BLIZZARDS,ALASKA,Alaska
232,2001,EXTREME COLD,AK,6,0,1,0,6,COLD WEATHER,ALASKA,Alaska
233,2001,FLOOD,AK,6.6,0,0,0,6.6,FLOODS,ALASKA,Alaska
234,2001,HEAVY SNOW,AK,366,10,1,2,376,SNOW/ICE,ALASKA,Alaska
235,2001,HIGH WIND,AK,1509.3,0,0,8,1509.3,SURGE/SURF,ALASKA,Alaska
236,2001,ICE STORM,AK,104,10,0,3,114,SNOW/ICE,ALASKA,Alaska
237,2001,MARINE MISHAP,AK,0,0,7,5,0,OTHER,ALASKA,Alaska
238,2001,STORM SURGE,AK,20,0,0,2,20,SURGE/SURF,ALASKA,Alaska
239,2001,STRONG WIND,AK,198.5,0,0,0,198.5,WIND,ALASKA,Alaska
240,2001,WINTER STORM,AK,6,0,2,0,6,COLD WEATHER,ALASKA,Alaska
241,2002,AVALANCHE,AK,250,0,6,5,250,AVALANCHE,ALASKA,Alaska
242,2002,BLIZZARD,AK,200,0,3,2,200,BLIZZARDS,ALASKA,Alaska
243,2002,COASTAL FLOOD,AK,10,0,0,0,10,FLOODS,ALASKA,Alaska
244,2002,EXTREME COLD,AK,250,0,1,1,250,COLD WEATHER,ALASKA,Alaska
245,2002,FLASH FLOOD,AK,1,0,0,0,1,FLOODS,ALASKA,Alaska
246,2002,FLOOD,AK,1.6,0,0,0,1.6,FLOODS,ALASKA,Alaska
247,2002,HEAVY SNOW,AK,141,0,0,0,141,SNOW/ICE,ALASKA,Alaska
248,2002,HIGH WIND,AK,791.5,0,0,0,791.5,SURGE/SURF,ALASKA,Alaska
249,2002,HIGH WINDS,AK,550,0,0,0,550,SURGE/SURF,ALASKA,Alaska
250,2002,LANDSLIDE,AK,1.6,0,0,0,1.6,LAND SLIDES,ALASKA,Alaska
251,2002,OTHER,AK,50,0,0,0,50,OTHER,ALASKA,Alaska
252,2002,SEICHE,AK,750,0,0,0,750,SURGE/SURF,ALASKA,Alaska
253,2002,WINTER WEATHER,AK,80,0,1,1,80,COLD WEATHER,ALASKA,Alaska
254,2003,AVALANCHE,AK,57,0,8,2,57,AVALANCHE,ALASKA,Alaska
255,2003,EXTREME WINDCHILL,AK,0,0,1,0,0,COLD WEATHER,ALASKA,Alaska
256,2003,HEAVY SNOW,AK,82.75,0,0,0,82.75,SNOW/ICE,ALASKA,Alaska
257,2003,HIGH WIND,AK,1264.65,0,0,2,1264.65,SURGE/SURF,ALASKA,Alaska
258,2003,HIGH WIND/SEAS,AK,500,0,4,0,500,SURGE/SURF,ALASKA,Alaska
259,2003,ICE STORM,AK,0,0,5,0,0,SNOW/ICE,ALASKA,Alaska
260,2003,SEVERE TURBULENCE,AK,50,0,0,0,50,WIND,ALASKA,Alaska
261,2003,STRONG WIND,AK,7,0,0,0,7,WIND,ALASKA,Alaska
262,2003,WILDFIRE,AK,100,0,0,0,100,HOT/DRY WEATHER,ALASKA,Alaska
263,2004,AVALANCHE,AK,13,0,10,5,13,AVALANCHE,ALASKA,Alaska
264,2004,DUST DEVIL,AK,1,0,0,0,1,WIND,ALASKA,Alaska
265,2004,FLOOD,AK,37.5,0,0,0,37.5,FLOODS,ALASKA,Alaska
266,2004,FREEZE,AK,5,0,0,0,5,OTHER,ALASKA,Alaska
267,2004,HEAVY SNOW,AK,50,0,0,0,50,SNOW/ICE,ALASKA,Alaska
268,2004,HIGH WIND,AK,555,0,0,2,555,SURGE/SURF,ALASKA,Alaska
269,2004,HIGH WINDS,AK,0.5,0,0,0,0.5,SURGE/SURF,ALASKA,Alaska
270,2004,LANDSLIDE,AK,1,0,0,0,1,LAND SLIDES,ALASKA,Alaska
271,2005,BREAKUP FLOODING,AK,20,0,0,0,20,FLOODS,ALASKA,Alaska
272,2005,DUST DEVIL,AK,1.3,0,0,0,1.3,WIND,ALASKA,Alaska
273,2005,FLASH FLOOD,AK,10,0,0,0,10,FLOODS,ALASKA,Alaska
274,2005,FLOOD,AK,7489.03,0,3,0,7489.03,FLOODS,ALASKA,Alaska
275,2005,HEAVY SNOW,AK,5,0,0,0,5,SNOW/ICE,ALASKA,Alaska
276,2005,HIGH SURF,AK,15,0,0,0,15,SURGE/SURF,ALASKA,Alaska
277,2005,HIGH WIND,AK,25.1,0,0,0,25.1,SURGE/SURF,ALASKA,Alaska
278,2005,HIGH WINDS,AK,25.5,0,0,0,25.5,SURGE/SURF,ALASKA,Alaska
279,2005,LANDSLIDES,AK,50,0,0,0,50,LAND SLIDES,ALASKA,Alaska
280,2005,LATE SEASON SNOW,AK,180,0,0,0,180,SNOW/ICE,ALASKA,Alaska
281,2005,LIGHTNING,AK,0,0,0,2,0,LIGHTNING,ALASKA,Alaska
282,2005,THUNDERSTORM WIND,AK,5,0,0,0,5,STORMS,ALASKA,Alaska
283,2005,WILD/FOREST FIRE,AK,320,0,0,9,320,HOT/DRY WEATHER,ALASKA,Alaska
284,2005,WILDFIRE,AK,81.5,0,0,0,81.5,HOT/DRY WEATHER,ALASKA,Alaska
285,2006,EXCESSIVE HEAT,AK,0,0,1,0,0,HOT/DRY WEATHER,ALASKA,Alaska
286,2006,FLOOD,AK,211,0,0,0,211,FLOODS,ALASKA,Alaska
287,2006,HAIL,AK,15,0,0,0,15,RAIN/HAIL,ALASKA,Alaska
288,2006,HIGH WIND,AK,10,0,0,0,10,SURGE/SURF,ALASKA,Alaska
